Data,Codigo,Produto,Grupo,Setor,Quantidade_Consumida
2024-06-26,0015,Hidrocortisona 100mg,Medicamento,Urgencia,59
2024-06-27,0020,Cateter Venoso 20G,Material Hospitalar,Bloco Cirurgico,85
2024-06-27,0017,"Atropina 0,25mg/mL",Medicamento,UTI,43
2024-06-27,0003,Soro Glicosado 5% 500mL,Solucoes,Bloco Cirurgico,26
2024-06-27,0022,Mascara Cirurgica,Material Hospitalar,Urgencia,11
2024-06-27,0023,Compressa Gaze,Material Hospitalar,Urgencia,41
2024-06-27,0007,Agulha 25x7,Material Hospitalar,Urgencia,85
2024-06-27,0012,Metoclopramida 10mg,Medicamento,Clínica Médica,8
2024-06-27,0016,Adrenalina 1mg/mL,Medicamento,Clínica Médica,13
2024-06-28,0003,Soro Glicosado 5% 500mL,Solucoes,Urgencia,35
2024-06-28,0024,Esparadrapo,Material Hospitalar,UTI,77
2024-06-28,0013,Ondansetrona 4mg,Medicamento,UTI,6
2024-06-28,0023,Compressa Gaze,Material Hospitalar,Urgencia,99
2024-06-28,0017,"Atropina 0,25mg/mL",Medicamento,UTI,39
2024-06-28,0007,Agulha 25x7,Material Hospitalar,Clínica Médica,60
2024-06-28,0009,Omeprazol 40mg,Medicamento,Urgencia,29
2024-06-28,0001,Dipirona 500mg/mL,Medicamento,UTI,30
2024-06-28,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Clínica Médica,79
2024-06-28,0022,Mascara Cirurgica,Material Hospitalar,UTI,35
2024-06-28,0025,Alcool 70%,Material Hospitalar,Urgencia,98
2024-06-28,0004,Equipo Macrogotas,Material Hospitalar,Clínica Médica,35
2024-06-29,0018,Cloreto de Sodio 20%,Solucoes,Urgencia,78
2024-06-29,0022,Mascara Cirurgica,Material Hospitalar,Urgencia,108
2024-06-29,0007,Agulha 25x7,Material Hospitalar,Clínica Médica,56
2024-06-29,0024,Esparadrapo,Material Hospitalar,Clínica Médica,47
2024-06-29,0011,Ampicilina 1g,Antibiotico,Urgencia,17
2024-06-29,0010,Ceftriaxona 1g,Antibiotico,Urgencia,2
2024-06-29,0001,Dipirona 500mg/mL,Medicamento,Bloco Cirurgico,41
2024-06-29,0014,Furosemida 20mg,Medicamento,Clínica Médica,18
2024-06-29,0008,Luva Procedimento M,Material Hospitalar,Bloco Cirurgico,23
2024-06-29,0019,Glicose 50%,Solucoes,UTI,58
2024-06-29,0006,Seringa 20mL,Material Hospitalar,Urgencia,113
2024-06-29,0005,Seringa 10mL,Material Hospitalar,Urgencia,91
2024-06-29,0017,"Atropina 0,25mg/mL",Medicamento,UTI,19
2024-06-29,0003,Soro Glicosado 5% 500mL,Solucoes,Clínica Médica,12
2024-06-29,0021,Cateter Venoso 22G,Material Hospitalar,UTI,76
2024-06-29,0012,Metoclopramida 10mg,Medicamento,Bloco Cirurgico,22
2024-06-29,0025,Alcool 70%,Material Hospitalar,Urgencia,26
2024-06-30,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,UTI,77
2024-06-30,0025,Alcool 70%,Material Hospitalar,Bloco Cirurgico,35
2024-06-30,0001,Dipirona 500mg/mL,Medicamento,Urgencia,13
2024-06-30,0019,Glicose 50%,Solucoes,UTI,62
2024-06-30,0010,Ceftriaxona 1g,Antibiotico,Urgencia,19
2024-06-30,0007,Agulha 25x7,Material Hospitalar,UTI,86
2024-06-30,0023,Compressa Gaze,Material Hospitalar,Urgencia,75
2024-06-30,0013,Ondansetrona 4mg,Medicamento,UTI,22
2024-06-30,0022,Mascara Cirurgica,Material Hospitalar,Urgencia,82
2024-06-30,0006,Seringa 20mL,Material Hospitalar,Clínica Médica,93
